estimate_id,estimate_number,version,customer_id,archetype,status,scope_description,exclusions,assumptions,total,cost_estimate,markup_pct,tax_amount,created_at,sent_at,valid_until,accepted_at,project_id,narrative_tag
EST-41FC0B51,EST-0087,1,CUST-002,bathroom_remodel,accepted,"Full bathroom renovation including demo, plumbing rough-in, tile shower/floor, vanity, fixtures, and paint.","Heated floor systems, steam generators, custom glass enclosures.",Existing drain locations remain. No structural modifications to wet wall.,33771.17,23002.46,0.4682,0.0,2025-08-24,2025-08-25,2025-09-23,2025-09-11,PROJ-4BBCD096,
EST-01675CAD,EST-0088,1,CUST-013,repair_service,accepted,Repair and service work per scope discussed on site.,Unrelated work discovered during service call.,Materials available locally. No concealed damage beyond visible scope.,4177.96,1586.29,1.6338,0.0,2025-09-20,2025-09-22,2025-10-20,2025-10-13,PROJ-3F05CA24,
EST-0250F711,EST-0089,1,CUST-012,repair_service,declined,Repair and service work per scope discussed on site.,Unrelated work discovered during service call.,Materials available locally. No concealed damage beyond visible scope.,4211.12,1365.76,2.0834,0.0,2025-09-11,2025-09-12,2025-10-11,,,
EST-920FB3B7,EST-0090,1,CUST-010,room_addition,declined,"New room addition including foundation, framing, roofing, MEP rough-ins, insulation, drywall, trim, and flooring.","Furniture, window treatments, landscaping restoration.",Permit approval within 4 weeks of submission. No unforeseen underground obstructions.,154437.69,98879.79,0.5619,0.0,2025-09-14,2025-09-16,2025-10-14,,,
EST-C697D544,EST-0091,1,CUST-013,repair_service,accepted,Repair and service work per scope discussed on site.,Unrelated work discovered during service call.,Materials available locally. No concealed damage beyond visible scope.,2946.13,1208.76,1.4373,0.0,2025-09-14,2025-09-17,2025-10-14,2025-09-24,PROJ-72B8101E,
EST-9F64F65E,EST-0092,1,CUST-006,new_construction,expired,New single-family home construction per plans and specifications.,"Lot/land, financing, furniture, landscaping beyond final grade.",Plans are fully permitted. Utility connections available at property line.,397228.92,322958.59,0.23,0.0,2025-10-12,2025-10-15,2025-11-11,,,
EST-D32EBF70,EST-0093,1,CUST-003,kitchen_remodel,accepted,"Complete kitchen renovation including demo, rough work, cabinets, countertops, tile backsplash, fixtures, and paint.","Appliances (unless noted), structural modifications, permits beyond standard building permit.",Existing plumbing and electrical locations remain. No asbestos or lead paint. Customer selects materials within allowances.,103925.95,70838.84,0.4671,0.0,2025-10-05,2025-10-09,2025-11-04,2025-10-20,PROJ-0A5D921E,
EST-97AAF7F1,EST-0094,1,CUST-002,repair_service,accepted,Repair and service work per scope discussed on site.,Unrelated work discovered during service call.,Materials available locally. No concealed damage beyond visible scope.,4279.43,1821.47,1.3494,0.0,2025-10-05,2025-10-07,2025-11-04,2025-10-24,PROJ-5F9B64C5,
EST-5A845AEB,EST-0095,1,CUST-004,deck_addition,accepted,"New pressure-treated deck with composite decking, stairs, railings, and post footings.","Landscaping, underground utilities, HOA approvals.",Site is accessible by equipment. Soil bearing capacity adequate for post footings.,27790.66,16204.39,0.715,0.0,2025-10-18,2025-10-19,2025-11-17,2025-11-06,PROJ-9BFEBE19,
EST-C5935F70,EST-0096,1,CUST-002,deck_addition,expired,"New pressure-treated deck with composite decking, stairs, railings, and post footings.","Landscaping, underground utilities, HOA approvals.",Site is accessible by equipment. Soil bearing capacity adequate for post footings.,14094.98,7923.28,0.7789,0.0,2025-11-21,2025-11-22,2025-12-21,,,
EST-A268BD38,EST-0097,1,CUST-011,repair_service,accepted,Repair and service work per scope discussed on site.,Unrelated work discovered during service call.,Materials available locally. No concealed damage beyond visible scope.,3186.51,1690.66,0.8848,0.0,2025-11-13,2025-11-17,2025-12-13,2025-12-04,PROJ-07B96037,
EST-E616C6C1,EST-0098,1,CUST-009,repair_service,accepted,Repair and service work per scope discussed on site.,Unrelated work discovered during service call.,Materials available locally. No concealed damage beyond visible scope.,4670.72,2315.39,1.0172,0.0,2025-11-27,2025-12-01,2025-12-27,2025-12-04,PROJ-EB171124,
EST-0366AAB8,EST-0099,1,CUST-001,repair_service,accepted,Repair and service work per scope discussed on site.,Unrelated work discovered during service call.,Materials available locally. No concealed damage beyond visible scope.,3969.14,1536.69,1.5829,0.0,2025-12-09,2025-12-11,2026-01-08,2025-12-18,PROJ-7C5E1099,
EST-C2E49A21,EST-0100,1,CUST-012,tenant_improvement,sent,"Commercial tenant improvement per plans including demo, framing, MEP, finishes.","FF&E, signage, low-voltage data cabling (unless noted), security systems.",Base building in good condition. Existing HVAC capacity adequate for new layout.,95630.78,76484.87,0.2503,0.0,2025-12-25,2025-12-27,2026-01-24,,,
